5.9991274,-61.380695,-20.38166,-27.920355,66.21925,20.733692,8.93715,17.725018,79.311646,26.768244
36.58946,0.23208067,31.62276,-26.124304,-23.907248,-9.150194,-37.97551,6.585103,-29.210188,-34.014008
-74.25376,-40.52531,9.275269,4.583503,-7.924416,-37.198284,62.281513,-18.084635,-18.520573,-34.4761
-30.018793,-7.499292,-31.18988,1.1896694,-23.996916,60.22284,40.60703,8.088579,44.391556,-22.731348
23.098787,38.436863,-3.447812,-15.419514,28.507683,-54.30093,-32.084328,33.170383,-30.188957,-45.31664
-53.0228,-15.878611,28.206175,2.266182,11.621644,-52.56441,70.09056,-17.469307,-34.223354,-15.084751
-18.923737,5.744473,-77.72608,-35.479393,15.501449,-18.027185,-6.2425494,-7.255775,-64.57078,44.11946
16.135782,12.38442,10.188339,3.5231946,-26.959875,-40.742527,-47.607327,34.926956,11.061637,-30.045195
37.443943,31.3225,4.547886,37.09227,7.7471223,-19.997192,-21.436356,-1.0359873,-12.24204,-58.751114
-15.211179,-26.80644,-19.174187,23.615997,17.860691,-49.02179,69.35093,-40.42175,-23.20833,-57.31559
26.658695,-49.00548,-48.55971,-39.864952,-10.089909,-41.171284,-10.512658,-6.656085,-35.877007,41.55171
-26.704708,5.43055,-28.575558,-23.776892,6.4848776,25.602858,39.200474,-5.5389814,54.48554,-52.689213
-36.446613,-50.178608,13.282943,10.110466,17.963938,-28.135809,61.507427,-28.362131,-31.468958,-44.56276
20.144543,52.707493,15.5600815,-13.477881,10.069575,-29.835709,-35.274315,-3.2202258,-7.107862,-47.433582
-32.863113,-36.733673,-63.451008,-28.923597,-13.006434,-45.46692,-22.948587,-11.033849,-18.505959,14.609486
-23.944973,-19.721094,-16.365768,-17.35507,42.11625,14.869146,40.590168,3.9404385,53.262524,-37.997856
-5.7028913,-4.301804,-23.444052,6.8264656,-3.080974,56.945354,35.43982,-21.952402,29.08667,-45.297325
-20.950851,-83.883835,-22.11081,-23.889664,14.252509,11.817262,65.73523,-30.55124,66.60672,20.452477
11.866908,29.932081,7.284439,-16.198298,37.282433,-63.543934,-41.524208,68.492516,-38.705368,-83.07053
-37.464977,-27.660242,-47.423687,-9.850242,-2.1671202,7.3581057,11.31805,-22.812447,13.898646,-13.264028
17.598696,-36.648434,12.196899,-16.774015,41.83295,0.43783116,21.779564,-36.443493,88.397,10.41626
4.2209454,-49.192432,-3.939777,-22.119831,51.76952,12.880694,44.59601,-46.100586,66.40147,15.520079
-10.519531,-60.95781,-14.961553,2.4050903,-31.91269,-54.490032,62.370243,-24.211102,-0.7343158,-27.32654
22.896255,10.187911,33.908127,-11.532081,41.964737,-37.160843,-18.318865,22.754213,-11.448618,-90.61817
-36.663387,18.475803,-53.026203,-43.50704,11.389418,27.951027,49.89229,8.4407215,64.16735,-54.190655
-31.75603,20.457943,-70.43164,-84.13231,-2.4441743,-8.823511,-17.356892,-30.030436,-37.519436,2.173443
-17.6953,-50.600536,2.9534512,16.996298,17.832352,-25.023336,36.424313,-39.30647,-12.589954,-54.62607
-33.249676,7.5530925,-28.239695,-34.71603,1.7763073,62.24446,36.56451,38.00466,42.380066,-50.872475
-31.694878,-4.1927986,-38.409855,-29.853369,1.9572763,31.010292,34.163593,-15.701919,39.17867,-59.440983
-39.346317,18.154945,-47.566372,-62.103085,1.4037731,8.530396,-7.526728,5.1340504,-54.237556,22.99144
28.352016,-25.312078,-46.56724,-61.112347,-18.370342,55.93678,69.21149,-32.869766,-79.18293,62.0502
-34.95402,17.77211,-35.013325,-25.196684,38.217606,31.47308,49.34253,-17.152248,23.297611,-44.207764
1.0290406,42.718338,28.863962,-32.426212,-26.934242,-62.282482,-48.419437,-51.128082,-32.84444,-106.11397
9.431858,50.315994,20.19034,-21.448074,-29.825815,-46.49622,-53.538845,-36.989338,-29.142817,-111.13751
-48.076748,-33.769302,-35.367035,-24.589024,-44.537685,-26.278719,-61.92244,13.102311,-33.550167,0.32134795
40.621876,3.309239,26.620464,-13.157956,36.659607,-32.405212,-18.786524,10.096596,-18.845528,-98.52682
-48.215183,-22.681799,-32.352386,-42.084984,-26.47287,-20.248146,-8.471691,4.584969,-66.47868,27.280384
-15.608632,-37.429523,-31.540932,-40.291058,14.143021,2.483085,30.994776,13.190419,7.957875,23.473623
-12.609855,-8.890289,-19.664515,-61.0693,1.3841169,47.120743,5.7577343,-18.131866,-59.909718,56.91746
-53.34668,13.707068,-47.264935,-37.54731,-9.183853,-3.0824425,5.4139194,-2.0590816,50.151775,-26.531452
