20.135155,-35.508644,-28.605225,-68.285576,-17.880518,-24.742754,7.572818,11.443917,-69.83635,31.957802
-28.652899,28.71877,-45.360847,-24.650738,-15.222908,40.941982,39.50891,7.5614996,57.181293,-10.645286
-20.02949,-29.47779,16.773252,-30.41667,14.357477,-76.69304,42.236015,-2.0568054,-34.79297,9.738747
-33.274456,-13.706128,-5.7380166,10.319925,25.250736,-32.891426,54.262005,-57.127155,0.9473655,-29.461782
31.067984,-34.107933,52.715687,-16.447472,15.712264,-40.605915,-6.3066854,-1.723791,8.909813,-83.392815
-23.373062,-38.372635,0.12811184,12.093201,23.563766,-68.30672,12.007004,-35.746857,-26.224676,-22.307665
-22.200905,-32.077187,-0.660443,7.598797,26.093407,-53.670464,52.01329,-36.174263,-27.649147,-49.471317
-29.953506,-61.903667,-23.051529,-3.4319947,81.359726,7.645314,33.493076,-10.186045,65.72061,-3.495388
-14.223551,-10.724464,10.756144,30.397215,12.814192,-71.29571,54.526245,-27.787924,-17.744999,-17.527317
36.165653,10.907107,-6.2192307,-43.836,-11.875772,-43.451664,-50.816566,9.771727,-12.731215,-92.67895
-9.32998,-58.191338,-7.454749,6.0149546,-41.34978,-51.930546,56.91101,-28.973831,-7.0716395,-26.053492
25.16683,-55.38732,1.2881008,-9.212053,48.55281,5.626527,43.488625,-53.75241,57.2613,17.064205
-16.98948,-24.847315,11.241565,-10.83826,1.7302101,-67.57923,28.817383,-22.342167,-32.12094,17.64072
-5.7510924,-74.08719,4.361892,-13.956188,46.62394,-1.1107755,67.55483,-2.5488856,52.521667,-6.306406
-12.344463,-36.885014,4.3481317,-28.333563,14.167786,-29.092379,24.087185,19.715591,18.79341,-17.959562
-52.5922,25.344873,-39.370377,-23.848024,-1.1451837,63.38088,14.237954,-15.909301,81.89813,-29.279266
32.15682,54.19957,21.544746,-27.271317,0.016972423,-63.960854,-58.086784,-62.203335,6.950877,-103.45565
12.331207,29.609324,8.2202425,-24.675875,-38.441395,-50.835316,-31.232374,1.7774966,-14.242906,-36.859
25.836178,5.087823,-45.700867,-80.817505,-33.728523,15.743539,78.5754,-12.166846,-56.34931,49.925903
-21.836073,-20.848167,-14.424317,8.920383,0.17662358,-66.20444,62.85981,-10.003619,-34.272507,-30.963776
-3.1788092,-49.92321,-20.632214,-47.79741,-25.6316,3.1223698,22.431505,-90.827866,-26.868645,33.81015
-34.679012,-30.62278,28.782043,18.561209,17.288616,-41.772297,44.459877,-77.18787,-49.78112,-44.839863
14.702833,-87.80953,-19.314249,-14.132891,4.970915,-35.055717,43.114723,15.677499,1.923909,23.810577
-34.459,29.673185,-61.358902,-11.672517,-1.2724558,52.40671,33.708633,-14.914433,28.674303,-31.357756
